Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999
ORV,F,Peja Stojaković,25,SAC,8,610,0.013,0,,,72,34.0,19.2,5.5,2.0,1.0,0.1,.481,.382,.875,10.1,.199,stojape01
ORV,G,Michael Jordan,39,WAS,7,610,0.011,0,,,82,37.0,20.0,6.1,3.8,1.5,0.5,.445,.291,.821,6.2,.099,jordami01
ORV,F,Elton Brand,23,LAC,2,610,0.003,0,0,2,62,39.6,18.5,11.3,2.5,1.1,2.5,.502,.000,.685,7.6,.149,brandel01
ORV,F,Brian Grant,30,MIA,2,610,0.003,0,0,2,82,32.2,10.3,10.2,1.3,0.8,0.6,.509,,.771,7.7,.139,grantbr01
ORV,F,Antawn Jamison,26,GSW,2,610,0.003,0,0,2,82,39.3,22.2,7.0,1.9,0.9,0.5,.470,.311,.789,8.5,.126,jamisan01
ORV,C,Theo Ratliff,29,ATL,2,610,0.003,0,0,2,81,31.1,8.7,7.5,0.9,0.7,3.2,.464,,.720,4.0,.077,ratlith01
ORV,F,Amar'e Stoudemire,20,PHO,2,610,0.003,0,0,2,82,31.3,13.5,8.8,1.0,0.8,1.1,.472,.200,.661,6.2,.116,stoudam01
ORV,F,Antoine Walker,26,BOS,2,610,0.003,0,0,2,78,41.5,20.1,7.2,4.8,1.5,0.4,.388,.323,.615,2.6,.039,walkean02
ORV,G,Mike Bibby,24,SAC,1,610,0.002,0,0,1,55,33.4,15.9,2.7,5.2,1.3,0.1,.470,.409,.861,5.6,.146,bibbymi01
ORV,G,Michael Finley,29,DAL,1,610,0.002,0,0,1,69,38.3,19.3,5.8,3.0,1.1,0.3,.425,.370,.861,6.7,.123,finlemi01
ORV,C,Jamaal Magloire,24,NOH,1,610,0.002,0,0,1,82,29.8,10.3,8.8,1.1,0.6,1.4,.480,.000,.717,6.7,.133,magloja01
ORV,G,Tony Parker,20,SAS,1,610,0.002,0,0,1,82,33.8,15.5,2.6,5.3,0.9,0.0,.464,.337,.755,7.7,.134,parketo01
ORV,F,Jalen Rose,30,CHI,1,610,0.002,0,0,1,82,40.9,22.1,4.3,4.8,0.9,0.3,.406,.370,.854,3.6,.052,roseja01
ORV,G,John Stockton,40,UTA,1,610,0.002,0,0,1,82,27.7,10.8,2.5,7.7,1.7,0.2,.483,.363,.826,9.0,.190,stockjo01
ORV,F,Wally Szczerbiak,25,MIN,1,610,0.002,0,0,1,52,35.3,17.6,4.6,2.6,0.8,0.4,.481,.421,.867,5.2,.135,szczewa02
