,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_offset14[5],0.13,0.991,-1.748,2.007,0.022,0.017,2092.0,2346.0,1.0
b_offset14[6],-0.112,1.016,-2.157,1.665,0.025,0.018,1633.0,2160.0,1.0
b_offset14[7],0.072,0.98,-1.776,1.898,0.019,0.015,2730.0,2539.0,1.0
b_offset14[8],0.089,0.985,-1.748,1.882,0.019,0.017,2595.0,2525.0,1.0
b_offset14[9],0.05,0.961,-1.753,1.849,0.02,0.015,2393.0,2653.0,1.0
b_offset14[10],0.096,0.962,-1.608,1.993,0.019,0.015,2475.0,2825.0,1.0
b_offset14[11],0.037,0.981,-1.713,1.942,0.02,0.015,2294.0,2332.0,1.0
b_offset14[12],-0.299,1.037,-2.222,1.694,0.023,0.016,2082.0,2208.0,1.0
b_offset14[13],-0.182,0.96,-2.087,1.498,0.018,0.014,2698.0,2336.0,1.0
b_offset14[14],-0.141,0.962,-1.94,1.701,0.019,0.015,2505.0,2752.0,1.0
b_offset14[15],0.055,0.981,-1.765,1.956,0.02,0.016,2494.0,2585.0,1.0
b_offset14[16],-0.221,1.008,-2.127,1.649,0.019,0.018,2670.0,2533.0,1.0
b_offset14[17],-0.237,0.97,-2.106,1.512,0.02,0.017,2314.0,2323.0,1.0
b_offset14[18],0.016,0.981,-1.871,1.805,0.021,0.017,2176.0,2197.0,1.0
b_offset14[19],0.0,0.987,-1.872,1.83,0.02,0.016,2327.0,2551.0,1.0
b_offset14[20],0.06,0.957,-1.671,1.92,0.022,0.016,1977.0,1796.0,1.0
b_offset14[21],0.221,0.977,-1.689,1.987,0.02,0.015,2338.0,2455.0,1.0
b_offset14[22],-0.002,0.965,-1.843,1.82,0.018,0.016,2736.0,2490.0,1.0
b_offset14[23],0.039,0.946,-1.688,1.889,0.019,0.015,2524.0,2628.0,1.0
b_offset14[24],-0.058,0.958,-1.849,1.759,0.018,0.015,2697.0,2242.0,1.0
b_offset14[25],0.025,0.981,-1.812,1.888,0.024,0.018,1692.0,2108.0,1.0
b_offset14[26],0.103,0.974,-1.673,1.969,0.021,0.016,2161.0,2066.0,1.0
b_offset14[27],-0.082,0.955,-1.87,1.667,0.019,0.015,2455.0,2713.0,1.0
b_offset14[28],-0.446,1.015,-2.362,1.461,0.024,0.017,1822.0,2148.0,1.0
b_offset14[29],0.077,0.979,-1.898,1.742,0.018,0.016,2856.0,2355.0,1.0
b_offset14[30],0.083,0.962,-1.722,1.861,0.02,0.015,2366.0,2599.0,1.0
b_offset14[31],-0.029,0.971,-1.94,1.724,0.022,0.016,1908.0,2421.0,1.0
b_offset14[32],0.032,0.94,-1.687,1.811,0.02,0.014,2218.0,2533.0,1.0
b_offset14[33],0.051,0.939,-1.744,1.753,0.018,0.015,2692.0,2467.0,1.0
mu_b15,-1.245,1.913,-4.806,2.332,0.07,0.05,747.0,1173.0,1.0
b_offset15[0],0.023,0.97,-1.676,1.929,0.022,0.017,2045.0,1967.0,1.0
b_offset15[1],0.009,0.975,-1.934,1.686,0.023,0.016,1803.0,2253.0,1.0
b_offset15[2],-0.106,0.961,-2.07,1.598,0.018,0.015,2755.0,2483.0,1.0
b_offset15[3],0.166,0.976,-1.591,2.114,0.021,0.016,2194.0,2510.0,1.0
b_offset15[4],0.145,0.946,-1.586,1.902,0.019,0.014,2361.0,2660.0,1.0
b_offset15[5],0.195,0.998,-1.619,2.143,0.023,0.016,1893.0,2210.0,1.0
b_offset15[6],0.197,0.981,-1.658,2.065,0.022,0.018,2027.0,2160.0,1.0
b_offset15[7],0.103,0.978,-1.658,1.911,0.019,0.017,2760.0,2293.0,1.0
b_offset15[8],-0.035,0.973,-1.932,1.722,0.021,0.016,2220.0,2090.0,1.0
b_offset15[9],0.255,0.956,-1.632,1.949,0.02,0.015,2326.0,2418.0,1.0
b_offset15[10],0.198,0.99,-1.734,1.967,0.019,0.015,2777.0,2876.0,1.0
b_offset15[11],-0.156,0.969,-1.966,1.656,0.019,0.014,2663.0,2915.0,1.0
b_offset15[12],-0.124,0.955,-1.84,1.776,0.02,0.017,2229.0,2005.0,1.0
b_offset15[13],-0.231,0.971,-2.09,1.53,0.02,0.014,2273.0,2349.0,1.0
b_offset15[14],-0.309,0.98,-2.167,1.496,0.018,0.015,3115.0,2705.0,1.0
b_offset15[15],-0.012,0.954,-1.789,1.767,0.019,0.015,2521.0,2442.0,1.0
b_offset15[16],-0.032,0.923,-1.721,1.77,0.018,0.013,2599.0,2719.0,1.0
b_offset15[17],-0.32,0.964,-2.126,1.461,0.02,0.015,2338.0,2471.0,1.0
b_offset15[18],-0.026,0.971,-1.776,1.908,0.018,0.015,2838.0,2695.0,1.0
b_offset15[19],-0.296,0.99,-2.176,1.493,0.022,0.016,1976.0,2662.0,1.0
b_offset15[20],-0.011,0.992,-1.866,1.818,0.023,0.017,1871.0,2416.0,1.0
b_offset15[21],0.141,0.949,-1.696,1.862,0.02,0.015,2243.0,2612.0,1.0
b_offset15[22],0.074,0.982,-1.716,1.936,0.021,0.015,2256.0,2512.0,1.0
b_offset15[23],0.251,0.979,-1.491,2.108,0.02,0.015,2298.0,2360.0,1.0
b_offset15[24],-0.125,0.958,-1.868,1.735,0.022,0.016,1830.0,2183.0,1.0
b_offset15[25],-0.023,0.953,-1.74,1.913,0.018,0.015,2788.0,2688.0,1.0
b_offset15[26],0.117,0.953,-1.625,1.925,0.018,0.015,2671.0,2593.0,1.0
b_offset15[27],-0.268,0.995,-2.055,1.67,0.02,0.016,2507.0,2580.0,1.0
b_offset15[28],-0.235,0.967,-2.115,1.508,0.021,0.016,2058.0,2140.0,1.0
b_offset15[29],0.077,0.957,-1.651,1.903,0.019,0.014,2443.0,2794.0,1.0
b_offset15[30],0.106,1.003,-1.779,1.981,0.021,0.017,2337.0,2179.0,1.0
b_offset15[31],0.001,0.979,-1.927,1.763,0.019,0.017,2710.0,1796.0,1.0
b_offset15[32],0.089,0.959,-1.651,1.937,0.023,0.016,1760.0,1906.0,1.0
b_offset15[33],0.209,1.017,-1.721,2.07,0.021,0.016,2332.0,2474.0,1.01
mu_b16,-0.413,1.905,-3.983,3.165,0.069,0.049,763.0,1183.0,1.0
b_offset16[0],-0.141,0.916,-1.8,1.619,0.019,0.015,2415.0,2305.0,1.0
b_offset16[1],0.01,0.91,-1.638,1.785,0.018,0.015,2497.0,2696.0,1.0
b_offset16[2],0.024,0.903,-1.611,1.756,0.018,0.015,2497.0,2550.0,1.0
b_offset16[3],-0.16,0.902,-1.806,1.669,0.021,0.015,1845.0,2069.0,1.0
b_offset16[4],-0.373,0.927,-2.057,1.384,0.02,0.014,2148.0,2401.0,1.0
b_offset16[5],-0.959,0.983,-2.84,0.777,0.024,0.017,1712.0,2319.0,1.0
b_offset16[6],-0.382,0.93,-2.135,1.349,0.02,0.014,2073.0,2555.0,1.0
b_offset16[7],-0.411,0.908,-2.043,1.378,0.021,0.015,1944.0,2358.0,1.0
b_offset16[8],-0.73,0.922,-2.394,1.071,0.025,0.018,1324.0,1729.0,1.0
b_offset16[9],-0.129,0.868,-1.64,1.638,0.018,0.013,2245.0,2676.0,1.0
b_offset16[10],0.316,0.947,-1.517,2.036,0.02,0.015,2314.0,2737.0,1.0
b_offset16[11],0.168,0.897,-1.484,1.862,0.018,0.014,2468.0,2531.0,1.0
b_offset16[12],-0.277,0.91,-1.943,1.421,0.017,0.013,2749.0,2676.0,1.0
b_offset16[13],0.244,0.892,-1.41,1.935,0.019,0.014,2257.0,2392.0,1.0
b_offset16[14],0.167,0.89,-1.559,1.837,0.02,0.014,2023.0,2296.0,1.0
b_offset16[15],-0.035,0.857,-1.625,1.623,0.018,0.015,2169.0,2483.0,1.0
b_offset16[16],-0.016,0.901,-1.646,1.733,0.021,0.016,1938.0,2053.0,1.0
b_offset16[17],-0.384,0.928,-1.992,1.471,0.022,0.015,1834.0,2239.0,1.0
b_offset16[18],-0.344,0.871,-1.917,1.327,0.019,0.014,2069.0,2715.0,1.0
b_offset16[19],0.133,0.932,-1.708,1.826,0.02,0.016,2192.0,2084.0,1.0
b_offset16[20],0.009,0.893,-1.828,1.527,0.021,0.016,1839.0,1829.0,1.0
b_offset16[21],-0.184,0.894,-1.815,1.532,0.018,0.014,2392.0,2711.0,1.0
b_offset16[22],-0.292,0.88,-1.858,1.415,0.019,0.013,2170.0,2658.0,1.0
b_offset16[23],0.096,0.875,-1.492,1.787,0.017,0.013,2707.0,2870.0,1.0
b_offset16[24],0.456,0.944,-1.314,2.21,0.021,0.016,2030.0,2222.0,1.0
b_offset16[25],0.312,0.886,-1.359,2.028,0.019,0.013,2247.0,2820.0,1.0
b_offset16[26],0.179,0.91,-1.726,1.756,0.02,0.015,2072.0,2326.0,1.0
b_offset16[27],0.491,0.912,-1.21,2.211,0.02,0.014,2100.0,2585.0,1.0
b_offset16[28],0.4,0.946,-1.385,2.137,0.024,0.017,1603.0,1587.0,1.0
b_offset16[29],0.062,0.91,-1.653,1.767,0.019,0.015,2203.0,2610.0,1.0
b_offset16[30],0.047,0.914,-1.742,1.733,0.018,0.015,2545.0,2729.0,1.0
b_offset16[31],0.803,1.0,-1.12,2.634,0.028,0.02,1266.0,1837.0,1.0
b_offset16[32],0.502,0.934,-1.292,2.244,0.021,0.015,2004.0,2355.0,1.0
b_offset16[33],0.259,0.953,-1.49,2.052,0.02,0.014,2290.0,2364.0,1.0
mu_b17,2.097,1.917,-1.452,5.701,0.07,0.05,743.0,1183.0,1.0
b_offset17[0],0.068,0.974,-1.696,2.032,0.019,0.016,2525.0,1845.0,1.0
b_offset17[1],0.021,0.969,-1.828,1.81,0.019,0.015,2727.0,2240.0,1.0
b_offset17[2],-0.044,0.999,-1.866,1.844,0.021,0.016,2217.0,2425.0,1.0
b_offset17[3],0.059,0.974,-1.708,1.862,0.025,0.017,1583.0,1885.0,1.0
b_offset17[4],-0.002,0.968,-1.734,1.852,0.02,0.016,2430.0,2665.0,1.0
b_offset17[5],-0.091,0.99,-1.97,1.761,0.022,0.016,2017.0,2454.0,1.0
b_offset17[6],0.087,0.985,-1.821,1.885,0.02,0.015,2374.0,2395.0,1.0
b_offset17[7],-0.068,0.989,-1.878,1.804,0.021,0.017,2283.0,2340.0,1.0
b_offset17[8],-0.174,0.99,-2.034,1.662,0.022,0.017,2084.0,2423.0,1.0
b_offset17[9],0.104,0.962,-1.701,1.834,0.018,0.015,2822.0,2725.0,1.0
b_offset17[10],0.207,1.0,-1.633,2.12,0.021,0.016,2293.0,2480.0,1.0
b_offset17[11],-0.074,0.963,-1.828,1.735,0.019,0.014,2621.0,2891.0,1.0
b_offset17[12],-0.119,0.983,-1.957,1.751,0.019,0.015,2827.0,2644.0,1.0
b_offset17[13],-0.099,0.953,-1.855,1.716,0.021,0.016,2076.0,2330.0,1.0
b_offset17[14],-0.182,0.982,-2.018,1.628,0.019,0.016,2595.0,2535.0,1.0
b_offset17[15],-0.047,0.984,-1.838,1.835,0.019,0.016,2722.0,2575.0,1.0
b_offset17[16],-0.014,0.98,-1.88,1.757,0.02,0.015,2346.0,2688.0,1.0
b_offset17[17],-0.311,1.002,-2.232,1.513,0.02,0.015,2602.0,2562.0,1.0
b_offset17[18],-0.088,0.971,-1.894,1.713,0.022,0.016,1891.0,2323.0,1.0
b_offset17[19],-0.14,0.983,-2.015,1.66,0.021,0.015,2179.0,2737.0,1.0
b_offset17[20],-0.034,0.984,-1.86,1.808,0.02,0.017,2399.0,2313.0,1.0
b_offset17[21],0.045,0.982,-1.824,1.898,0.021,0.016,2220.0,2495.0,1.0
b_offset17[22],-0.047,0.956,-1.76,1.782,0.019,0.015,2587.0,2648.0,1.0
b_offset17[23],0.185,0.985,-1.605,2.152,0.019,0.015,2666.0,2634.0,1.0
b_offset17[24],-0.012,0.951,-1.86,1.721,0.019,0.016,2445.0,2321.0,1.0
b_offset17[25],0.035,0.995,-1.971,1.759,0.023,0.023,1853.0,1671.0,1.0
b_offset17[26],0.107,0.962,-1.738,1.862,0.022,0.016,1975.0,2312.0,1.0
b_offset17[27],-0.076,0.979,-1.823,1.78,0.022,0.016,2067.0,2255.0,1.0
b_offset17[28],-0.076,0.989,-1.888,1.754,0.022,0.021,2073.0,1678.0,1.0
b_offset17[29],0.022,0.952,-1.767,1.784,0.018,0.014,2662.0,2356.0,1.0
b_offset17[30],0.09,1.004,-1.812,1.956,0.021,0.016,2387.0,2412.0,1.0
b_offset17[31],0.175,0.994,-1.724,2.037,0.021,0.016,2294.0,2514.0,1.0
b_offset17[32],0.183,1.005,-1.7,2.147,0.024,0.017,1806.0,2451.0,1.0
b_offset17[33],0.184,0.973,-1.602,2.06,0.022,0.016,1912.0,2011.0,1.0
mu_b18,-1.439,5.907,-12.297,9.785,0.25,0.177,560.0,1157.0,1.01
b_offset18[0],0.055,0.983,-1.933,1.806,0.021,0.016,2300.0,2139.0,1.0
b_offset18[1],0.037,0.974,-1.846,1.859,0.019,0.016,2523.0,2528.0,1.0
b_offset18[2],-0.158,1.004,-1.926,1.84,0.022,0.016,1999.0,2405.0,1.0
b_offset18[3],0.046,0.995,-1.783,1.939,0.022,0.016,2021.0,2421.0,1.0
b_offset18[4],-0.0,1.003,-1.826,1.929,0.022,0.016,2077.0,2247.0,1.0
b_offset18[5],-0.135,0.965,-1.999,1.604,0.022,0.016,1871.0,2517.0,1.0
b_offset18[6],0.137,0.963,-1.605,2.024,0.02,0.015,2344.0,2664.0,1.0
b_offset18[7],0.014,0.972,-1.702,1.918,0.019,0.017,2762.0,2797.0,1.0
b_offset18[8],-0.109,1.004,-2.015,1.659,0.023,0.016,1980.0,2333.0,1.0
b_offset18[9],0.126,1.027,-1.813,1.983,0.023,0.017,2029.0,2159.0,1.0
b_offset18[10],0.241,0.966,-1.624,1.941,0.022,0.016,1857.0,2635.0,1.0
b_offset18[11],-0.029,0.967,-1.84,1.724,0.02,0.015,2363.0,2654.0,1.0
b_offset18[12],-0.041,1.002,-1.912,1.818,0.021,0.017,2326.0,2072.0,1.0
b_offset18[13],-0.008,0.986,-1.949,1.741,0.019,0.015,2800.0,2817.0,1.0
b_offset18[14],-0.059,0.986,-1.908,1.783,0.019,0.015,2589.0,2306.0,1.0
b_offset18[15],0.033,0.993,-1.787,1.885,0.022,0.017,2123.0,2360.0,1.0
b_offset18[16],-0.14,1.008,-2.107,1.625,0.023,0.017,1987.0,1705.0,1.0
b_offset18[17],0.088,1.0,-1.734,1.96,0.02,0.016,2597.0,2587.0,1.0
b_offset18[18],0.076,0.982,-1.667,1.966,0.021,0.016,2118.0,2631.0,1.0
b_offset18[19],-0.006,0.984,-1.737,1.929,0.02,0.016,2386.0,2346.0,1.0
b_offset18[20],0.038,0.994,-1.811,1.894,0.021,0.016,2304.0,2609.0,1.0
b_offset18[21],0.076,1.013,-1.839,1.99,0.021,0.016,2381.0,2378.0,1.0
b_offset18[22],-0.028,0.985,-1.874,1.854,0.019,0.016,2772.0,2340.0,1.0
b_offset18[23],0.146,0.963,-1.549,2.086,0.019,0.015,2607.0,2626.0,1.0
b_offset18[24],-0.014,0.991,-1.71,1.979,0.021,0.017,2316.0,2340.0,1.0
b_offset18[25],-0.178,0.984,-1.951,1.774,0.021,0.016,2281.0,2555.0,1.0
b_offset18[26],0.055,1.021,-1.877,1.935,0.02,0.018,2629.0,2592.0,1.0
b_offset18[27],-0.057,1.009,-1.823,1.987,0.021,0.016,2388.0,2289.0,1.0
b_offset18[28],-0.034,0.979,-1.87,1.801,0.02,0.016,2433.0,2404.0,1.0
b_offset18[29],0.016,0.954,-1.781,1.775,0.018,0.014,2783.0,2693.0,1.0
b_offset18[30],-0.181,0.958,-1.884,1.679,0.018,0.015,2724.0,2408.0,1.0
b_offset18[31],0.105,0.995,-1.8,1.942,0.021,0.017,2144.0,2099.0,1.0
b_offset18[32],0.063,0.997,-1.824,1.851,0.02,0.015,2519.0,2587.0,1.0
b_offset18[33],-0.2,0.938,-1.941,1.623,0.021,0.015,1954.0,2169.0,1.0
mu_b19,-3.584,1.793,-6.742,-0.018,0.06,0.042,903.0,1554.0,1.0
b_offset19[0],0.162,0.996,-1.646,2.078,0.02,0.016,2524.0,2363.0,1.0
b_offset19[1],-0.042,0.954,-1.757,1.802,0.018,0.016,2691.0,2513.0,1.0
b_offset19[2],-0.153,0.933,-1.827,1.638,0.019,0.014,2318.0,2511.0,1.0
b_offset19[3],0.326,0.99,-1.425,2.281,0.021,0.017,2201.0,2596.0,1.0
b_offset19[4],0.241,0.982,-1.608,2.064,0.021,0.015,2101.0,2734.0,1.0
b_offset19[5],0.155,0.965,-1.614,2.001,0.02,0.015,2333.0,2153.0,1.0
b_offset19[6],0.123,0.974,-1.709,1.892,0.022,0.016,2023.0,1891.0,1.0
b_offset19[7],0.241,0.979,-1.656,2.074,0.021,0.017,2249.0,2304.0,1.0
b_offset19[8],0.121,0.987,-1.754,1.939,0.019,0.016,2812.0,2826.0,1.0
b_offset19[9],0.146,1.011,-1.793,1.951,0.022,0.016,2180.0,2544.0,1.0
b_offset19[10],0.169,0.919,-1.478,1.99,0.022,0.015,1826.0,1950.0,1.0
b_offset19[11],0.086,1.011,-1.888,1.943,0.02,0.019,2625.0,1310.0,1.0
b_offset19[12],-0.08,0.965,-1.95,1.681,0.018,0.014,2743.0,2911.0,1.0
b_offset19[13],-0.121,0.981,-1.92,1.731,0.02,0.017,2478.0,2497.0,1.0
b_offset19[14],-0.057,0.986,-1.891,1.772,0.02,0.016,2380.0,2118.0,1.0
b_offset19[15],0.152,0.963,-1.682,1.953,0.021,0.02,2177.0,1303.0,1.0
b_offset19[16],-0.098,0.952,-1.973,1.578,0.019,0.014,2601.0,2898.0,1.0
b_offset19[17],-0.142,0.96,-1.937,1.655,0.02,0.017,2313.0,2423.0,1.0
b_offset19[18],0.071,0.965,-1.631,1.997,0.019,0.016,2454.0,2119.0,1.0
b_offset19[19],0.01,0.978,-1.785,1.815,0.021,0.017,2161.0,2289.0,1.0
b_offset19[20],-0.09,0.984,-1.974,1.716,0.021,0.016,2280.0,2591.0,1.0
b_offset19[21],0.161,0.98,-1.683,1.962,0.02,0.016,2381.0,2450.0,1.0
b_offset19[22],0.04,1.001,-1.89,1.863,0.02,0.016,2536.0,2593.0,1.0
b_offset19[23],0.101,1.0,-1.606,2.099,0.019,0.017,2781.0,2331.0,1.0
b_offset19[24],-0.109,0.967,-1.844,1.762,0.02,0.016,2303.0,2154.0,1.0
b_offset19[25],-0.358,0.959,-2.076,1.521,0.022,0.016,1980.0,2110.0,1.0
b_offset19[26],0.039,1.022,-1.869,1.969,0.018,0.018,3178.0,2402.0,1.0
b_offset19[27],-0.146,0.961,-1.976,1.611,0.02,0.014,2255.0,2919.0,1.0
b_offset19[28],-0.322,1.0,-2.082,1.638,0.021,0.016,2254.0,2651.0,1.0
b_offset19[29],-0.393,0.917,-2.105,1.355,0.024,0.017,1526.0,1965.0,1.0
b_offset19[30],-0.049,0.903,-1.775,1.622,0.019,0.015,2338.0,2542.0,1.0
b_offset19[31],-0.121,0.975,-1.973,1.658,0.018,0.017,2896.0,2646.0,1.0
b_offset19[32],-0.035,0.931,-1.797,1.666,0.018,0.014,2551.0,2525.0,1.0
b_offset19[33],-0.092,0.901,-1.728,1.673,0.019,0.015,2139.0,1986.0,1.0
mu_b20,-4.309,1.788,-7.597,-0.955,0.06,0.042,898.0,1517.0,1.01
b_offset20[0],-0.009,0.887,-1.663,1.659,0.021,0.015,1782.0,1841.0,1.0
b_offset20[1],0.128,0.977,-1.64,1.995,0.017,0.017,3193.0,2442.0,1.0
b_offset20[2],-0.281,0.952,-2.094,1.472,0.02,0.018,2245.0,2271.0,1.0
b_offset20[3],-0.25,0.883,-1.938,1.374,0.02,0.014,1874.0,2343.0,1.0
b_offset20[4],-0.376,1.005,-2.233,1.471,0.023,0.016,1932.0,2330.0,1.0
b_offset20[5],-0.444,0.984,-2.331,1.349,0.021,0.015,2220.0,2486.0,1.0
b_offset20[6],-0.315,1.014,-2.21,1.58,0.021,0.018,2360.0,2406.0,1.0
b_offset20[7],-0.404,0.945,-2.08,1.388,0.022,0.016,1785.0,2112.0,1.0
b_offset20[8],-0.295,0.955,-2.117,1.465,0.022,0.019,1920.0,1882.0,1.0
b_offset20[9],-0.233,0.952,-2.013,1.556,0.022,0.016,1917.0,2212.0,1.0
b_offset20[10],0.516,0.889,-1.249,2.136,0.023,0.017,1470.0,1685.0,1.0
b_offset20[11],0.194,0.995,-1.68,2.052,0.023,0.017,1876.0,2064.0,1.0
b_offset20[12],0.236,0.98,-1.547,2.111,0.019,0.016,2551.0,2525.0,1.0
b_offset20[13],0.089,0.938,-1.702,1.87,0.018,0.015,2818.0,2430.0,1.0
b_offset20[14],0.106,0.95,-1.751,1.839,0.02,0.016,2273.0,1682.0,1.0
b_offset20[15],0.114,0.939,-1.654,1.831,0.018,0.016,2639.0,2737.0,1.0
b_offset20[16],-0.203,0.933,-1.882,1.589,0.02,0.015,2178.0,2453.0,1.0
b_offset20[17],0.046,0.942,-1.648,1.834,0.02,0.015,2206.0,2409.0,1.0
b_offset20[18],0.014,0.932,-1.727,1.71,0.018,0.016,2664.0,2541.0,1.0
b_offset20[19],0.151,0.941,-1.735,1.853,0.017,0.016,3239.0,2319.0,1.0
b_offset20[20],-0.039,0.937,-1.759,1.777,0.019,0.015,2397.0,2376.0,1.0
b_offset20[21],-0.171,0.909,-1.934,1.468,0.019,0.014,2316.0,2492.0,1.0
b_offset20[22],0.103,0.939,-1.599,1.931,0.02,0.016,2308.0,2211.0,1.0
b_offset20[23],-0.259,0.938,-2.08,1.418,0.019,0.014,2574.0,2716.0,1.0
b_offset20[24],0.352,0.965,-1.472,2.117,0.021,0.015,2153.0,2294.0,1.0
b_offset20[25],0.104,0.912,-1.578,1.815,0.018,0.014,2439.0,2639.0,1.0
b_offset20[26],-0.064,0.941,-1.841,1.646,0.021,0.015,2044.0,1952.0,1.0
b_offset20[27],-0.133,0.937,-1.88,1.64,0.018,0.015,2615.0,2401.0,1.0
b_offset20[28],0.49,0.972,-1.304,2.359,0.023,0.016,1836.0,2568.0,1.0
b_offset20[29],-0.068,0.877,-1.664,1.603,0.019,0.014,2270.0,2249.0,1.0
b_offset20[30],-0.079,0.881,-1.664,1.635,0.019,0.015,2241.0,2256.0,1.0
b_offset20[31],0.711,0.986,-1.214,2.524,0.025,0.018,1535.0,2143.0,1.0
b_offset20[32],0.259,0.953,-1.48,2.028,0.021,0.015,2028.0,2527.0,1.0
b_offset20[33],-0.087,0.902,-1.726,1.676,0.02,0.016,2089.0,2141.0,1.0
mu_b21,3.682,1.794,0.181,6.887,0.06,0.042,906.0,1597.0,1.0
b_offset21[0],0.091,0.98,-1.734,1.951,0.019,0.016,2655.0,2449.0,1.0
b_offset21[1],0.005,0.995,-1.883,1.85,0.023,0.017,1954.0,2037.0,1.0
b_offset21[2],-0.142,1.011,-2.109,1.656,0.022,0.016,2041.0,2565.0,1.0
b_offset21[3],0.124,0.953,-1.61,1.998,0.019,0.015,2396.0,2653.0,1.0
b_offset21[4],0.069,1.031,-1.807,2.073,0.022,0.018,2279.0,1764.0,1.0
b_offset21[5],-0.041,0.985,-1.954,1.728,0.02,0.016,2495.0,2298.0,1.0
b_offset21[6],-0.019,0.968,-1.747,1.86,0.019,0.016,2478.0,2191.0,1.0
b_offset21[7],0.056,0.969,-1.861,1.784,0.021,0.016,2099.0,1956.0,1.0
b_offset21[8],-0.001,1.001,-2.002,1.8,0.021,0.015,2356.0,2649.0,1.0
b_offset21[9],-0.007,0.969,-1.898,1.794,0.02,0.014,2291.0,2302.0,1.0
b_offset21[10],0.261,0.923,-1.504,1.911,0.02,0.014,2071.0,2672.0,1.0
b_offset21[11],0.107,0.976,-1.783,1.874,0.022,0.016,1966.0,1912.0,1.0
b_offset21[12],0.018,1.008,-1.812,1.946,0.023,0.016,1975.0,2309.0,1.0
b_offset21[13],-0.035,0.994,-1.958,1.756,0.018,0.016,2908.0,2675.0,1.0
b_offset21[14],-0.034,0.973,-1.899,1.76,0.018,0.017,2784.0,2356.0,1.0
b_offset21[15],0.162,1.012,-1.83,1.938,0.02,0.016,2468.0,2483.0,1.0
b_offset21[16],-0.093,0.966,-1.939,1.662,0.023,0.016,1779.0,2123.0,1.0
b_offset21[17],-0.046,0.962,-1.909,1.734,0.018,0.015,2753.0,2700.0,1.0
b_offset21[18],0.001,0.975,-1.986,1.71,0.022,0.016,2060.0,2342.0,1.0
b_offset21[19],0.067,0.984,-1.748,1.914,0.021,0.015,2172.0,2624.0,1.0
b_offset21[20],-0.064,0.994,-1.816,1.9,0.018,0.016,3196.0,2665.0,1.0
b_offset21[21],0.1,0.996,-1.721,1.996,0.021,0.016,2337.0,2395.0,1.0
b_offset21[22],0.068,0.996,-1.77,1.998,0.021,0.016,2208.0,2497.0,1.0
b_offset21[23],-0.034,0.979,-1.902,1.748,0.019,0.017,2561.0,2686.0,1.0
b_offset21[24],0.026,0.99,-1.888,1.8,0.017,0.016,3336.0,2476.0,1.0
b_offset21[25],-0.189,0.985,-2.018,1.664,0.02,0.015,2524.0,2565.0,1.0
b_offset21[26],-0.021,0.981,-1.908,1.74,0.019,0.015,2565.0,2346.0,1.0
b_offset21[27],-0.087,0.999,-1.943,1.791,0.022,0.017,1993.0,1947.0,1.0
b_offset21[28],-0.065,0.998,-1.937,1.76,0.02,0.015,2405.0,2745.0,1.0
b_offset21[29],-0.279,0.952,-2.038,1.531,0.022,0.016,1865.0,2278.0,1.0
b_offset21[30],-0.071,0.942,-1.797,1.749,0.021,0.016,2003.0,2393.0,1.0
b_offset21[31],0.134,0.991,-1.679,1.973,0.018,0.017,2905.0,2435.0,1.0
b_offset21[32],0.038,0.959,-1.747,1.859,0.021,0.015,2127.0,2622.0,1.0
b_offset21[33],-0.063,0.926,-1.836,1.67,0.02,0.015,2138.0,2446.0,1.0
mu_b22,-0.01,0.209,-0.417,0.375,0.006,0.005,1056.0,1939.0,1.01
b_offset22[0],-0.113,0.93,-1.923,1.555,0.021,0.015,1916.0,2477.0,1.0
b_offset22[1],-0.02,0.932,-1.741,1.754,0.02,0.015,2260.0,2286.0,1.0
b_offset22[2],-0.026,0.941,-1.863,1.722,0.021,0.015,2036.0,2288.0,1.0
b_offset22[3],-0.018,0.936,-1.755,1.798,0.022,0.016,1808.0,2168.0,1.0
b_offset22[4],0.232,0.925,-1.508,1.919,0.02,0.015,2173.0,2437.0,1.0
b_offset22[5],0.166,0.939,-1.663,1.854,0.019,0.014,2373.0,2519.0,1.0
b_offset22[6],-0.004,0.928,-1.747,1.709,0.021,0.015,2001.0,2682.0,1.0
b_offset22[7],-0.014,0.922,-1.666,1.731,0.019,0.015,2408.0,2476.0,1.0
b_offset22[8],-0.145,0.927,-1.766,1.686,0.02,0.014,2176.0,2534.0,1.0
b_offset22[9],-0.018,0.929,-1.691,1.73,0.019,0.015,2471.0,2781.0,1.0
b_offset22[10],0.443,0.982,-1.511,2.172,0.023,0.016,1809.0,2427.0,1.0
b_offset22[11],0.176,0.96,-1.512,2.07,0.022,0.016,1934.0,1838.0,1.0
b_offset22[12],-0.204,0.899,-1.862,1.468,0.019,0.015,2165.0,2455.0,1.0
b_offset22[13],-0.269,0.935,-2.031,1.445,0.023,0.016,1687.0,2176.0,1.0
b_offset22[14],-0.259,0.961,-2.046,1.624,0.022,0.016,1963.0,2121.0,1.0
b_offset22[15],0.111,0.934,-1.649,1.794,0.022,0.016,1850.0,1906.0,1.0
b_offset22[16],0.057,0.96,-1.747,1.862,0.022,0.016,1996.0,2220.0,1.0
b_offset22[17],-0.923,1.016,-2.715,1.085,0.031,0.022,1078.0,2643.0,1.0
b_offset22[18],-0.341,0.961,-2.214,1.397,0.021,0.015,2027.0,2394.0,1.0
