,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_offset22[19],-0.078,0.951,-1.976,1.637,0.019,0.016,2457.0,2226.0,1.0
b_offset22[20],-0.193,0.939,-1.897,1.528,0.023,0.016,1699.0,2227.0,1.0
b_offset22[21],0.146,0.944,-1.474,1.989,0.019,0.015,2602.0,2829.0,1.0
b_offset22[22],0.153,0.937,-1.592,1.927,0.022,0.015,1871.0,2309.0,1.0
b_offset22[23],0.095,0.954,-1.586,1.935,0.018,0.015,2689.0,2203.0,1.0
b_offset22[24],-0.078,0.924,-1.871,1.597,0.02,0.014,2136.0,2684.0,1.0
b_offset22[25],-0.16,0.965,-1.982,1.644,0.022,0.015,1972.0,2342.0,1.0
b_offset22[26],0.216,0.937,-1.687,1.903,0.02,0.015,2209.0,1980.0,1.0
b_offset22[27],-0.412,0.962,-2.249,1.322,0.022,0.016,1897.0,2129.0,1.0
b_offset22[28],-0.257,0.927,-1.935,1.556,0.022,0.015,1812.0,2079.0,1.0
b_offset22[29],0.177,0.944,-1.571,2.011,0.021,0.015,2026.0,2304.0,1.0
b_offset22[30],0.469,0.979,-1.364,2.259,0.023,0.016,1805.0,2241.0,1.0
b_offset22[31],0.35,0.975,-1.485,2.145,0.023,0.016,1755.0,2450.0,1.0
b_offset22[32],0.324,0.934,-1.44,2.096,0.02,0.014,2286.0,2495.0,1.0
b_offset22[33],0.483,0.999,-1.473,2.221,0.026,0.019,1439.0,2055.0,1.0
sigma_a,0.335,0.243,0.02,0.769,0.029,0.02,52.0,90.0,1.05
sigma_b0,0.011,0.009,0.0,0.026,0.0,0.0,1060.0,1446.0,1.0
b0[0],0.098,0.03,0.046,0.156,0.002,0.002,167.0,992.0,1.03
b0[1],0.098,0.03,0.043,0.154,0.002,0.002,160.0,889.0,1.02
b0[2],0.1,0.03,0.043,0.154,0.002,0.002,185.0,1542.0,1.03
b0[3],0.097,0.03,0.041,0.156,0.002,0.002,157.0,850.0,1.03
b0[4],0.101,0.03,0.048,0.162,0.002,0.001,322.0,1210.0,1.02
b0[5],0.099,0.03,0.043,0.156,0.002,0.002,195.0,873.0,1.03
b0[6],0.1,0.03,0.043,0.156,0.002,0.002,151.0,867.0,1.03
b0[7],0.098,0.03,0.044,0.158,0.003,0.002,140.0,1358.0,1.03
b0[8],0.098,0.03,0.043,0.157,0.002,0.002,175.0,1229.0,1.03
b0[9],0.101,0.03,0.043,0.153,0.002,0.001,253.0,1633.0,1.02
b0[10],0.099,0.029,0.04,0.151,0.003,0.002,103.0,899.0,1.03
b0[11],0.094,0.031,0.036,0.15,0.003,0.002,116.0,992.0,1.03
b0[12],0.096,0.03,0.04,0.152,0.002,0.002,153.0,1225.0,1.03
b0[13],0.096,0.03,0.038,0.151,0.003,0.002,135.0,1324.0,1.03
b0[14],0.096,0.03,0.041,0.152,0.002,0.002,174.0,1260.0,1.02
b0[15],0.098,0.03,0.04,0.155,0.003,0.002,131.0,1117.0,1.03
b0[16],0.097,0.03,0.042,0.154,0.002,0.002,163.0,922.0,1.03
b0[17],0.098,0.03,0.04,0.154,0.003,0.002,120.0,904.0,1.03
b0[18],0.095,0.031,0.035,0.15,0.002,0.002,149.0,1259.0,1.03
b0[19],0.097,0.03,0.044,0.154,0.002,0.002,179.0,1170.0,1.03
b0[20],0.1,0.03,0.044,0.155,0.002,0.002,171.0,1077.0,1.03
b0[21],0.1,0.03,0.042,0.154,0.002,0.002,158.0,930.0,1.03
b0[22],0.097,0.03,0.045,0.158,0.002,0.002,164.0,1572.0,1.03
b0[23],0.099,0.03,0.046,0.157,0.002,0.002,141.0,1399.0,1.03
b0[24],0.097,0.031,0.04,0.157,0.003,0.002,118.0,1259.0,1.03
b0[25],0.1,0.03,0.044,0.157,0.002,0.002,160.0,897.0,1.03
b0[26],0.099,0.03,0.043,0.157,0.002,0.001,205.0,814.0,1.03
b0[27],0.097,0.031,0.037,0.152,0.002,0.002,176.0,1120.0,1.02
b0[28],0.096,0.031,0.041,0.157,0.002,0.002,152.0,1321.0,1.03
b0[29],0.098,0.03,0.044,0.158,0.002,0.002,148.0,989.0,1.03
b0[30],0.1,0.03,0.044,0.157,0.003,0.002,135.0,1430.0,1.03
b0[31],0.099,0.03,0.043,0.157,0.002,0.002,185.0,1048.0,1.02
b0[32],0.101,0.03,0.042,0.154,0.002,0.002,162.0,601.0,1.03
b0[33],0.099,0.03,0.044,0.157,0.002,0.002,181.0,738.0,1.03
sigma_b1,0.005,0.004,0.0,0.011,0.0,0.0,614.0,874.0,1.01
b1[0],-0.113,0.023,-0.16,-0.072,0.001,0.0,1226.0,1623.0,1.0
b1[1],-0.114,0.023,-0.16,-0.072,0.001,0.0,1229.0,1559.0,1.0
b1[2],-0.114,0.023,-0.158,-0.071,0.001,0.0,1217.0,1503.0,1.0
b1[3],-0.113,0.023,-0.157,-0.072,0.001,0.0,1205.0,1636.0,1.0
b1[4],-0.113,0.023,-0.159,-0.072,0.001,0.0,1229.0,1597.0,1.0
b1[5],-0.113,0.023,-0.155,-0.069,0.001,0.0,1228.0,1805.0,1.0
b1[6],-0.114,0.023,-0.156,-0.069,0.001,0.0,1176.0,1498.0,1.0
b1[7],-0.113,0.023,-0.158,-0.072,0.001,0.0,1199.0,1773.0,1.0
b1[8],-0.115,0.023,-0.157,-0.07,0.001,0.0,1219.0,1644.0,1.0
b1[9],-0.114,0.023,-0.157,-0.071,0.001,0.0,1198.0,1692.0,1.0
b1[10],-0.111,0.023,-0.154,-0.067,0.001,0.0,1219.0,1511.0,1.0
b1[11],-0.115,0.023,-0.156,-0.069,0.001,0.0,1223.0,1572.0,1.0
b1[12],-0.116,0.024,-0.159,-0.071,0.001,0.0,1224.0,1508.0,1.0
b1[13],-0.115,0.023,-0.159,-0.072,0.001,0.0,1250.0,1585.0,1.0
b1[14],-0.115,0.023,-0.16,-0.073,0.001,0.0,1222.0,1582.0,1.0
b1[15],-0.115,0.023,-0.157,-0.071,0.001,0.0,1219.0,1467.0,1.0
b1[16],-0.115,0.023,-0.16,-0.073,0.001,0.0,1209.0,1606.0,1.0
b1[17],-0.115,0.023,-0.16,-0.072,0.001,0.0,1224.0,1568.0,1.0
b1[18],-0.115,0.023,-0.16,-0.073,0.001,0.0,1214.0,1532.0,1.0
b1[19],-0.115,0.023,-0.158,-0.07,0.001,0.0,1182.0,1558.0,1.0
b1[20],-0.114,0.023,-0.159,-0.071,0.001,0.0,1203.0,1718.0,1.0
b1[21],-0.113,0.023,-0.156,-0.069,0.001,0.0,1244.0,1590.0,1.0
b1[22],-0.114,0.023,-0.159,-0.072,0.001,0.0,1186.0,1570.0,1.0
b1[23],-0.113,0.023,-0.157,-0.07,0.001,0.0,1245.0,1680.0,1.0
b1[24],-0.114,0.023,-0.155,-0.068,0.001,0.0,1219.0,1658.0,1.0
b1[25],-0.113,0.023,-0.158,-0.071,0.001,0.0,1200.0,1824.0,1.0
b1[26],-0.114,0.023,-0.158,-0.072,0.001,0.0,1235.0,1656.0,1.0
b1[27],-0.114,0.023,-0.155,-0.069,0.001,0.0,1200.0,1590.0,1.0
b1[28],-0.114,0.023,-0.157,-0.07,0.001,0.0,1160.0,1732.0,1.0
b1[29],-0.113,0.023,-0.155,-0.069,0.001,0.0,1252.0,1646.0,1.0
b1[30],-0.113,0.023,-0.155,-0.069,0.001,0.0,1186.0,1700.0,1.0
b1[31],-0.113,0.023,-0.157,-0.07,0.001,0.0,1187.0,1504.0,1.0
b1[32],-0.113,0.023,-0.155,-0.069,0.001,0.0,1209.0,1733.0,1.0
b1[33],-0.113,0.023,-0.156,-0.07,0.001,0.0,1207.0,1732.0,1.0
sigma_b2,0.0,0.0,0.0,0.0,0.0,0.0,694.0,1111.0,1.0
b2[0],0.002,0.001,0.001,0.003,0.0,0.0,183.0,1074.0,1.02
b2[1],0.002,0.001,0.001,0.004,0.0,0.0,273.0,1230.0,1.02
b2[2],0.002,0.001,0.001,0.003,0.0,0.0,294.0,1388.0,1.02
b2[3],0.002,0.001,0.001,0.003,0.0,0.0,289.0,1474.0,1.02
b2[4],0.002,0.001,0.001,0.003,0.0,0.0,236.0,1198.0,1.02
b2[5],0.002,0.001,0.001,0.003,0.0,0.0,196.0,1293.0,1.02
b2[6],0.002,0.001,0.001,0.003,0.0,0.0,328.0,1133.0,1.02
b2[7],0.002,0.001,0.001,0.003,0.0,0.0,198.0,1329.0,1.02
b2[8],0.002,0.001,0.001,0.003,0.0,0.0,187.0,1287.0,1.02
b2[9],0.002,0.001,0.001,0.003,0.0,0.0,243.0,1277.0,1.02
b2[10],0.002,0.001,0.001,0.004,0.0,0.0,144.0,1275.0,1.03
b2[11],0.002,0.001,0.001,0.003,0.0,0.0,224.0,1382.0,1.02
b2[12],0.002,0.001,0.001,0.003,0.0,0.0,292.0,1441.0,1.02
b2[13],0.002,0.001,0.001,0.003,0.0,0.0,336.0,1216.0,1.02
b2[14],0.002,0.001,0.001,0.003,0.0,0.0,293.0,1089.0,1.02
b2[15],0.002,0.001,0.001,0.003,0.0,0.0,197.0,1333.0,1.02
b2[16],0.002,0.001,0.001,0.003,0.0,0.0,276.0,1347.0,1.02
b2[17],0.002,0.001,0.001,0.003,0.0,0.0,298.0,1206.0,1.02
b2[18],0.002,0.001,0.001,0.003,0.0,0.0,226.0,1189.0,1.02
b2[19],0.002,0.001,0.001,0.003,0.0,0.0,418.0,1337.0,1.02
b2[20],0.002,0.001,0.001,0.003,0.0,0.0,377.0,1372.0,1.02
b2[21],0.002,0.001,0.001,0.003,0.0,0.0,256.0,1346.0,1.02
b2[22],0.002,0.001,0.001,0.003,0.0,0.0,239.0,1376.0,1.02
b2[23],0.002,0.001,0.001,0.003,0.0,0.0,207.0,1371.0,1.03
b2[24],0.002,0.001,0.001,0.003,0.0,0.0,352.0,1270.0,1.02
b2[25],0.002,0.001,0.001,0.003,0.0,0.0,204.0,1328.0,1.02
b2[26],0.002,0.001,0.001,0.003,0.0,0.0,205.0,1298.0,1.02
b2[27],0.002,0.001,0.001,0.003,0.0,0.0,413.0,1184.0,1.02
b2[28],0.002,0.001,0.001,0.003,0.0,0.0,302.0,1325.0,1.02
b2[29],0.002,0.001,0.001,0.003,0.0,0.0,300.0,1377.0,1.02
b2[30],0.002,0.001,0.001,0.003,0.0,0.0,281.0,1346.0,1.02
b2[31],0.002,0.001,0.001,0.003,0.0,0.0,414.0,1446.0,1.02
b2[32],0.002,0.001,0.001,0.003,0.0,0.0,325.0,1394.0,1.02
b2[33],0.002,0.001,0.001,0.004,0.0,0.0,310.0,1337.0,1.02
sigma_b3,0.013,0.011,0.0,0.032,0.0,0.0,765.0,762.0,1.01
b3[0],0.23,0.127,-0.008,0.459,0.006,0.004,463.0,1013.0,1.02
b3[1],0.229,0.126,-0.009,0.457,0.006,0.004,467.0,973.0,1.02
b3[2],0.228,0.126,-0.007,0.46,0.006,0.004,472.0,941.0,1.01
b3[3],0.23,0.127,-0.0,0.467,0.006,0.004,464.0,1015.0,1.01
b3[4],0.23,0.126,-0.006,0.46,0.006,0.004,469.0,917.0,1.02
b3[5],0.23,0.127,-0.013,0.459,0.006,0.004,464.0,909.0,1.02
b3[6],0.228,0.127,-0.014,0.459,0.006,0.004,475.0,971.0,1.01
b3[7],0.229,0.127,-0.005,0.463,0.006,0.004,464.0,860.0,1.01
b3[8],0.229,0.126,-0.003,0.466,0.006,0.004,468.0,959.0,1.01
b3[9],0.23,0.126,-0.008,0.461,0.006,0.004,465.0,944.0,1.02
b3[10],0.234,0.126,0.011,0.478,0.006,0.004,458.0,873.0,1.02
b3[11],0.229,0.126,-0.007,0.459,0.006,0.004,467.0,908.0,1.02
b3[12],0.226,0.126,-0.012,0.454,0.006,0.004,469.0,853.0,1.01
b3[13],0.228,0.127,-0.009,0.459,0.006,0.004,468.0,955.0,1.02
b3[14],0.228,0.126,-0.009,0.46,0.006,0.004,468.0,990.0,1.02
b3[15],0.229,0.126,-0.008,0.459,0.006,0.004,478.0,951.0,1.02
b3[16],0.226,0.126,-0.007,0.462,0.006,0.004,478.0,945.0,1.02
b3[17],0.228,0.126,-0.006,0.462,0.006,0.004,468.0,937.0,1.02
b3[18],0.229,0.127,-0.012,0.46,0.006,0.004,470.0,1003.0,1.02
b3[19],0.229,0.127,-0.003,0.466,0.006,0.004,465.0,1012.0,1.02
b3[20],0.229,0.126,0.001,0.464,0.006,0.004,471.0,1038.0,1.01
b3[21],0.232,0.127,-0.01,0.458,0.006,0.004,464.0,890.0,1.01
b3[22],0.229,0.126,-0.006,0.459,0.006,0.004,463.0,879.0,1.02
b3[23],0.232,0.127,-0.008,0.457,0.006,0.004,462.0,1031.0,1.01
b3[24],0.228,0.126,-0.003,0.461,0.006,0.004,471.0,911.0,1.01
b3[25],0.226,0.126,-0.01,0.454,0.006,0.004,478.0,996.0,1.02
b3[26],0.23,0.126,0.012,0.48,0.006,0.004,469.0,971.0,1.02
b3[27],0.228,0.126,-0.022,0.446,0.006,0.004,469.0,894.0,1.02
b3[28],0.224,0.126,-0.009,0.455,0.006,0.004,469.0,897.0,1.02
b3[29],0.23,0.126,0.01,0.476,0.006,0.004,465.0,855.0,1.02
b3[30],0.226,0.125,-0.008,0.456,0.006,0.004,473.0,1020.0,1.02
b3[31],0.229,0.126,-0.014,0.453,0.006,0.004,469.0,955.0,1.02
b3[32],0.229,0.125,-0.018,0.445,0.006,0.004,467.0,929.0,1.02
b3[33],0.228,0.125,0.001,0.464,0.006,0.004,476.0,887.0,1.02
sigma_b4,0.519,0.407,0.0,1.258,0.011,0.008,1217.0,1248.0,1.0
b4[0],-6.858,4.55,-15.178,1.445,0.976,0.7,22.0,176.0,1.13
b4[1],-6.878,4.586,-14.895,1.88,0.98,0.702,22.0,250.0,1.13
b4[2],-6.917,4.562,-15.068,1.561,0.971,0.696,22.0,185.0,1.13
b4[3],-6.897,4.578,-15.187,1.623,0.966,0.692,23.0,212.0,1.12
b4[4],-6.838,4.569,-15.083,1.565,0.978,0.701,22.0,138.0,1.13
b4[5],-6.826,4.558,-15.253,1.45,0.965,0.692,23.0,179.0,1.12
b4[6],-6.822,4.594,-15.279,1.477,0.966,0.692,23.0,228.0,1.12
b4[7],-6.839,4.552,-15.148,1.687,0.955,0.684,23.0,227.0,1.12
b4[8],-6.91,4.54,-15.285,1.433,0.979,0.702,22.0,152.0,1.13
b4[9],-6.811,4.588,-15.433,1.484,0.972,0.697,22.0,195.0,1.13
b4[10],-6.765,4.565,-15.435,1.427,0.971,0.696,22.0,180.0,1.12
b4[11],-6.997,4.581,-15.279,1.568,0.972,0.696,23.0,284.0,1.12
b4[12],-7.041,4.582,-15.33,1.469,0.977,0.7,22.0,161.0,1.13
b4[13],-6.939,4.569,-15.75,1.06,0.981,0.703,22.0,184.0,1.13
b4[14],-6.976,4.585,-15.284,1.44,0.977,0.701,22.0,157.0,1.13
b4[15],-6.952,4.586,-15.452,1.403,0.969,0.695,23.0,191.0,1.12
b4[16],-6.992,4.582,-15.288,1.592,0.969,0.695,23.0,216.0,1.12
b4[17],-6.966,4.578,-15.348,1.493,0.978,0.701,22.0,201.0,1.13
b4[18],-6.914,4.559,-15.733,1.131,0.963,0.69,23.0,178.0,1.12
b4[19],-6.942,4.569,-15.186,1.53,0.967,0.693,23.0,261.0,1.12
b4[20],-6.881,4.569,-15.22,1.414,0.964,0.691,23.0,297.0,1.12
b4[21],-6.824,4.543,-15.134,1.615,0.976,0.699,22.0,193.0,1.13
b4[22],-6.967,4.582,-15.885,0.954,0.967,0.693,23.0,192.0,1.12
b4[23],-6.768,4.562,-15.128,1.695,0.965,0.692,23.0,219.0,1.12
b4[24],-6.943,4.578,-15.68,1.114,0.965,0.691,23.0,170.0,1.12
b4[25],-6.818,4.563,-15.168,1.66,0.971,0.696,22.0,252.0,1.12
b4[26],-6.871,4.582,-15.303,1.609,0.972,0.696,22.0,218.0,1.12
b4[27],-6.864,4.583,-14.951,1.92,0.98,0.703,22.0,178.0,1.13
b4[28],-7.013,4.566,-15.228,1.578,0.967,0.693,23.0,184.0,1.12
b4[29],-6.886,4.552,-15.566,1.118,0.976,0.7,22.0,180.0,1.13
b4[30],-6.936,4.551,-15.534,1.291,0.968,0.694,22.0,172.0,1.13
b4[31],-6.835,4.554,-15.253,1.538,0.97,0.695,22.0,189.0,1.13
b4[32],-6.861,4.553,-15.792,0.965,0.962,0.69,23.0,212.0,1.12
b4[33],-6.934,4.575,-15.204,1.723,0.977,0.7,22.0,230.0,1.13
sigma_b5,0.928,0.711,0.0,2.209,0.022,0.016,901.0,1309.0,1.0
b5[0],-2.305,1.56,-5.281,0.54,0.042,0.03,1320.0,2118.0,1.0
b5[1],-2.692,1.642,-5.798,0.347,0.048,0.034,1201.0,1786.0,1.01
b5[2],-2.711,1.649,-5.946,0.321,0.048,0.034,1168.0,1950.0,1.0
b5[3],-2.065,1.604,-4.894,1.096,0.043,0.03,1380.0,1983.0,1.0
b5[4],-1.932,1.59,-4.819,1.024,0.042,0.029,1448.0,1995.0,1.0
b5[5],-2.028,1.554,-4.869,0.88,0.041,0.029,1421.0,2276.0,1.01
b5[6],-2.372,1.48,-5.02,0.639,0.038,0.027,1539.0,1690.0,1.0
b5[7],-2.057,1.507,-4.807,0.828,0.039,0.027,1478.0,2500.0,1.0
b5[8],-2.702,1.524,-5.35,0.183,0.043,0.031,1201.0,2279.0,1.0
b5[9],-2.115,1.57,-5.202,0.778,0.039,0.028,1543.0,2193.0,1.0
b5[10],-2.527,1.428,-5.125,0.168,0.041,0.029,1211.0,2114.0,1.0
b5[11],-2.325,1.569,-5.374,0.557,0.041,0.029,1441.0,2082.0,1.0
b5[12],-2.666,1.531,-5.433,0.335,0.045,0.032,1141.0,1737.0,1.0
b5[13],-2.447,1.424,-5.064,0.236,0.039,0.027,1318.0,2210.0,1.0
b5[14],-2.48,1.523,-5.396,0.365,0.04,0.028,1386.0,2024.0,1.0
b5[15],-2.269,1.494,-4.855,0.699,0.038,0.027,1502.0,2274.0,1.0
b5[16],-2.256,1.492,-4.956,0.667,0.039,0.028,1447.0,1629.0,1.0
b5[17],-2.683,1.516,-5.674,0.076,0.044,0.031,1180.0,2341.0,1.0
b5[18],-2.544,1.484,-5.519,0.099,0.047,0.033,980.0,2059.0,1.0
b5[19],-2.449,1.458,-5.128,0.25,0.042,0.03,1200.0,2017.0,1.0
b5[20],-2.569,1.497,-5.494,0.14,0.041,0.029,1303.0,2444.0,1.0
b5[21],-2.29,1.463,-4.837,0.668,0.039,0.028,1418.0,2089.0,1.0
b5[22],-2.592,1.51,-5.266,0.391,0.044,0.031,1164.0,1816.0,1.0
b5[23],-2.616,1.495,-5.306,0.206,0.051,0.036,868.0,1989.0,1.0
b5[24],-2.759,1.515,-5.54,0.084,0.044,0.031,1147.0,1955.0,1.0
b5[25],-2.535,1.469,-5.217,0.252,0.043,0.03,1183.0,1960.0,1.0
b5[26],-2.629,1.482,-5.413,0.104,0.042,0.03,1190.0,1722.0,1.0
b5[27],-2.288,1.501,-5.175,0.395,0.039,0.028,1456.0,2242.0,1.0
b5[28],-2.762,1.548,-5.687,0.05,0.046,0.033,1143.0,2010.0,1.0
b5[29],-2.342,1.448,-4.864,0.429,0.039,0.028,1362.0,2166.0,1.0
b5[30],-1.84,1.564,-4.71,1.087,0.043,0.03,1292.0,2252.0,1.0
b5[31],-2.627,1.42,-5.215,0.088,0.041,0.029,1179.0,1865.0,1.01
b5[32],-2.136,1.461,-4.693,0.75,0.04,0.028,1330.0,2079.0,1.0
b5[33],-2.201,1.468,-4.916,0.435,0.041,0.029,1229.0,2136.0,1.0
sigma_b6,0.981,0.682,0.002,2.167,0.031,0.022,459.0,865.0,1.01
b6[0],-0.293,1.395,-3.06,2.155,0.037,0.03,1620.0,1549.0,1.0
b6[1],-0.174,1.285,-2.543,2.372,0.032,0.028,1648.0,1514.0,1.0
b6[2],-0.292,1.223,-2.828,1.782,0.034,0.025,1338.0,1409.0,1.0
b6[3],-0.13,1.31,-2.576,2.214,0.034,0.031,1735.0,1624.0,1.0
b6[4],-0.546,1.454,-3.398,1.817,0.05,0.035,941.0,1199.0,1.01
b6[5],0.278,1.327,-2.167,2.858,0.031,0.025,1792.0,2146.0,1.0
b6[6],0.223,1.307,-2.426,2.671,0.031,0.024,1739.0,2208.0,1.0
b6[7],-0.144,1.259,-2.707,2.161,0.033,0.028,1568.0,1149.0,1.0
b6[8],-0.195,1.271,-2.57,2.17,0.04,0.028,1119.0,1494.0,1.01
b6[9],0.195,1.268,-2.336,2.491,0.031,0.024,1595.0,2260.0,1.0
b6[10],-0.764,1.32,-3.364,1.293,0.053,0.037,667.0,1245.0,1.01
b6[11],-0.049,1.28,-2.713,2.244,0.028,0.023,2156.0,2042.0,1.0
b6[12],-0.229,1.347,-2.873,2.195,0.033,0.027,1737.0,1770.0,1.0
b6[13],-0.075,1.311,-2.62,2.377,0.033,0.029,1655.0,1666.0,1.0
b6[14],-0.275,1.372,-2.989,2.21,0.038,0.031,1452.0,1540.0,1.0
b6[15],-0.377,1.372,-3.083,1.975,0.042,0.03,1155.0,1233.0,1.0
b6[16],-0.345,1.371,-2.88,2.261,0.045,0.033,1053.0,1198.0,1.0
b6[17],-0.111,1.152,-2.386,1.917,0.028,0.022,1805.0,1774.0,1.0
b6[18],0.374,1.001,-1.558,2.099,0.023,0.016,1941.0,2695.0,1.0
b6[19],-0.407,1.392,-3.119,2.027,0.041,0.031,1339.0,1357.0,1.01
b6[20],0.409,1.328,-1.866,3.129,0.03,0.025,1898.0,2215.0,1.0
b6[21],-0.268,1.339,-2.928,2.197,0.045,0.032,975.0,1526.0,1.0
b6[22],-0.409,1.415,-3.38,2.011,0.043,0.034,1190.0,1166.0,1.0
b6[23],1.008,1.521,-1.554,4.135,0.046,0.033,1122.0,1853.0,1.0
b6[24],0.492,1.323,-1.802,3.144,0.032,0.023,1767.0,2122.0,1.0
b6[25],0.096,1.067,-2.028,1.981,0.026,0.019,1906.0,1658.0,1.0
b6[26],0.222,1.295,-2.336,2.621,0.032,0.024,1572.0,1586.0,1.0
b6[27],0.193,1.172,-1.905,2.513,0.026,0.019,2011.0,2471.0,1.0
b6[28],0.287,1.311,-2.096,2.961,0.03,0.022,1795.0,1928.0,1.0
b6[29],0.219,1.166,-1.972,2.437,0.027,0.019,1858.0,2220.0,1.0
b6[30],0.245,1.327,-2.164,2.826,0.03,0.023,1857.0,2243.0,1.0
b6[31],0.128,1.241,-2.32,2.516,0.029,0.023,1773.0,2027.0,1.0
b6[32],-0.19,1.304,-2.746,2.269,0.037,0.03,1390.0,1336.0,1.01
b6[33],-0.329,1.38,-3.229,1.924,0.05,0.035,788.0,1594.0,1.01
sigma_b7,0.04,0.03,0.0,0.095,0.001,0.001,577.0,887.0,1.01
b7[0],-0.224,0.229,-0.681,0.192,0.009,0.006,687.0,1067.0,1.01
b7[1],-0.232,0.23,-0.654,0.221,0.009,0.006,685.0,1188.0,1.01
b7[2],-0.219,0.227,-0.615,0.253,0.009,0.006,699.0,1032.0,1.01
b7[3],-0.231,0.226,-0.639,0.227,0.009,0.006,692.0,1038.0,1.01
b7[4],-0.242,0.231,-0.664,0.225,0.009,0.006,717.0,1084.0,1.01
b7[5],-0.233,0.227,-0.634,0.235,0.009,0.006,708.0,1014.0,1.01
b7[6],-0.187,0.228,-0.611,0.259,0.01,0.007,572.0,1115.0,1.01
b7[7],-0.224,0.228,-0.674,0.199,0.008,0.006,734.0,1139.0,1.01
b7[8],-0.219,0.228,-0.651,0.226,0.009,0.006,625.0,1034.0,1.01
b7[9],-0.235,0.231,-0.695,0.192,0.009,0.006,701.0,1014.0,1.01
b7[10],-0.237,0.227,-0.651,0.219,0.008,0.006,723.0,926.0,1.01
b7[11],-0.231,0.23,-0.696,0.187,0.009,0.006,655.0,1080.0,1.01
b7[12],-0.217,0.23,-0.665,0.213,0.009,0.007,589.0,1092.0,1.01
b7[13],-0.221,0.228,-0.639,0.226,0.009,0.006,660.0,1093.0,1.01
b7[14],-0.226,0.23,-0.688,0.199,0.009,0.006,686.0,1095.0,1.01
b7[15],-0.225,0.228,-0.665,0.204,0.009,0.006,706.0,1157.0,1.01
b7[16],-0.215,0.23,-0.642,0.23,0.009,0.006,719.0,1005.0,1.01
b7[17],-0.203,0.228,-0.629,0.233,0.009,0.006,638.0,1058.0,1.01
b7[18],-0.221,0.228,-0.659,0.206,0.008,0.006,748.0,1029.0,1.01
b7[19],-0.225,0.23,-0.678,0.194,0.009,0.006,728.0,1013.0,1.01
b7[20],-0.222,0.228,-0.664,0.207,0.009,0.006,725.0,1119.0,1.01
b7[21],-0.223,0.228,-0.673,0.199,0.008,0.006,724.0,1090.0,1.01
b7[22],-0.218,0.228,-0.654,0.221,0.009,0.006,664.0,1166.0,1.01
b7[23],-0.207,0.227,-0.65,0.218,0.008,0.006,734.0,1051.0,1.01
b7[24],-0.218,0.228,-0.659,0.209,0.008,0.006,741.0,1065.0,1.01
b7[25],-0.245,0.238,-0.674,0.237,0.009,0.006,698.0,1066.0,1.01
b7[26],-0.21,0.228,-0.618,0.259,0.009,0.006,641.0,1081.0,1.01
b7[27],-0.205,0.227,-0.609,0.253,0.009,0.007,604.0,1027.0,1.01
b7[28],-0.227,0.228,-0.661,0.204,0.008,0.006,744.0,1082.0,1.01
b7[29],-0.237,0.227,-0.685,0.183,0.008,0.006,735.0,1085.0,1.01
b7[30],-0.253,0.233,-0.705,0.179,0.009,0.006,726.0,986.0,1.01
b7[31],-0.229,0.228,-0.631,0.229,0.008,0.006,736.0,972.0,1.01
b7[32],-0.226,0.23,-0.666,0.208,0.009,0.006,729.0,1127.0,1.01
b7[33],-0.23,0.23,-0.665,0.209,0.008,0.006,744.0,1009.0,1.01
sigma_b8,0.014,0.011,0.0,0.035,0.0,0.0,972.0,921.0,1.0
b8[0],0.002,0.217,-0.418,0.409,0.009,0.006,628.0,1115.0,1.01
b8[1],0.001,0.217,-0.404,0.417,0.009,0.006,641.0,1071.0,1.01
b8[2],-0.0,0.217,-0.413,0.413,0.009,0.006,638.0,1094.0,1.01
b8[3],0.005,0.216,-0.4,0.423,0.009,0.006,650.0,1037.0,1.01
b8[4],-0.004,0.216,-0.412,0.414,0.009,0.006,642.0,1058.0,1.01
b8[5],-0.002,0.216,-0.414,0.407,0.009,0.006,620.0,1040.0,1.01
b8[6],0.005,0.217,-0.414,0.408,0.009,0.006,640.0,1053.0,1.01
b8[7],0.001,0.217,-0.428,0.395,0.009,0.006,650.0,1055.0,1.01
b8[8],0.002,0.216,-0.404,0.412,0.009,0.006,632.0,1084.0,1.01
b8[9],-0.002,0.216,-0.428,0.395,0.008,0.006,721.0,995.0,1.01
b8[10],0.007,0.216,-0.402,0.416,0.008,0.006,670.0,1055.0,1.01
b8[11],-0.001,0.216,-0.421,0.399,0.009,0.006,646.0,1035.0,1.01
b8[12],0.001,0.216,-0.404,0.419,0.008,0.006,672.0,1021.0,1.01
b8[13],0.005,0.216,-0.424,0.398,0.009,0.006,635.0,1036.0,1.01
b8[14],0.002,0.216,-0.408,0.407,0.009,0.006,637.0,1033.0,1.01
b8[15],0.002,0.215,-0.425,0.401,0.009,0.006,641.0,1039.0,1.01
b8[16],0.003,0.216,-0.405,0.413,0.008,0.006,655.0,1027.0,1.01
b8[17],-0.0,0.216,-0.426,0.398,0.008,0.006,666.0,1058.0,1.01
b8[18],0.002,0.216,-0.403,0.41,0.009,0.006,619.0,1064.0,1.01
b8[19],0.005,0.216,-0.403,0.419,0.009,0.006,646.0,1068.0,1.01
b8[20],0.004,0.216,-0.418,0.399,0.009,0.006,637.0,1104.0,1.01
b8[21],-0.002,0.216,-0.417,0.409,0.008,0.006,657.0,1069.0,1.01
