Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999
ORV,G,Latrell Sprewell,24,GSW,6,525,0.011,1,,,69,40.2,20.6,3.7,4.0,1.6,0.7,.418,.276,.781,2.0,.034,sprewla01
ORV,G,Mookie Blaylock,27,ATL,5,525,0.01,0,,,80,38.4,17.2,4.9,7.7,2.5,0.3,.425,.359,.729,9.4,.147,blaylmo01
ORV,F,Glenn Robinson,22,MIL,5,525,0.01,0,,,80,37.0,21.9,6.4,2.5,1.4,0.3,.451,.321,.796,3.2,.053,robingl01
ORV,F,Grant Hill,22,DET,4,525,0.008,0,,,70,38.3,19.9,6.4,5.0,1.8,0.9,.477,.148,.732,5.4,.097,hillgr01
ORV,G,Jeff Hornacek,31,UTA,4,525,0.008,0,,,81,33.3,16.5,2.6,4.3,1.6,0.2,.514,.406,.882,10.1,.179,hornaje01
ORV,G,Nick Anderson,27,ORL,3,525,0.006,0,,,76,34.1,15.8,4.4,4.1,1.6,0.3,.476,.415,.704,8.3,.154,anderni01
ORV,G,B.J. Armstrong,27,CHI,3,525,0.006,0,,,82,31.4,14.0,2.3,3.0,1.0,0.1,.468,.427,.884,8.1,.152,armstbj01
ORV,F,Dale Davis,25,IND,3,525,0.006,0,,,74,31.7,10.6,9.4,0.8,1.0,1.6,.563,.000,.533,6.8,.140,davisda01
ORV,G,Mark Price,30,CLE,3,525,0.006,0,,,48,28.6,15.8,2.3,7.0,0.7,0.1,.413,.407,.914,4.2,.147,pricema01
ORV,G,Spud Webb,31,SAC,3,525,0.006,0,,,76,32.3,11.6,2.3,6.2,1.0,0.1,.438,.331,.934,5.1,.099,webbsp01
ORV,G,Avery Johnson,29,SAS,2,525,0.004,0,0,2,82,36.7,13.4,2.5,8.2,1.4,0.2,.519,.136,.685,8.0,.128,johnsav01
ORV,C,Alonzo Mourning,24,CHH,2,525,0.004,0,0,2,77,38.2,21.3,9.9,1.4,0.6,2.9,.519,.324,.761,9.4,.153,mournal01
ORV,F,Stacey Augmon,26,ATL,1,525,0.002,0,0,1,76,31.1,13.9,4.8,2.6,1.3,0.6,.453,.269,.728,5.1,.103,augmost01
ORV,F,Danny Manning,28,PHO,1,525,0.002,0,0,1,46,32.8,17.9,6.0,3.3,0.9,1.2,.547,.286,.673,3.4,.109,mannida01
ORV,G,John Starks,29,NYK,1,525,0.002,0,0,1,80,34.1,15.3,2.7,5.1,1.2,0.1,.395,.355,.737,6.2,.109,starkjo01
