Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999
ORV,F,Reggie Lewis,27,BOS,26,490,0.053,0,,,80,39.3,20.8,4.3,3.7,1.5,1.0,.470,.233,.867,8.3,.127,lewisre01
ORV,G,Kevin Johnson,26,PHO,14,490,0.029,0,,,49,33.5,16.1,2.1,7.8,1.7,0.4,.499,.125,.819,5.1,.148,johnske02
ORV,F,Dennis Rodman,31,DET,14,490,0.029,0,,,62,38.9,7.5,18.3,1.6,0.8,0.7,.427,.205,.534,5.5,.110,rodmade01
ORV,G,Reggie Miller,27,IND,11,490,0.022,0,,,82,36.0,21.2,3.1,3.2,1.5,0.3,.479,.399,.880,11.3,.183,millere01
ORV,F,Larry Nance,33,CLE,9,490,0.018,0,,,77,35.8,16.5,8.7,2.9,0.7,2.6,.549,.000,.818,10.7,.187,nancela01
ORV,G,John Starks,27,NYK,8,490,0.016,0,,,80,31.0,17.5,2.6,5.1,1.1,0.2,.428,.321,.795,7.5,.145,starkjo01
ORV,G,Clyde Drexler,30,POR,7,490,0.014,0,,,49,34.1,19.9,6.3,5.7,1.9,0.8,.429,.233,.839,6.0,.171,drexlcl01
ORV,F,Sean Elliott,24,SAS,7,490,0.014,0,,,70,37.2,17.2,4.6,3.8,1.0,0.4,.491,.356,.795,6.1,.113,elliose01
ORV,G,Isiah Thomas,31,DET,7,490,0.014,0,,,79,37.0,17.6,2.9,8.5,1.6,0.2,.418,.308,.737,3.7,.061,thomais01
ORV,G,Jeff Hornacek,29,PHI,6,490,0.012,0,,,79,36.2,19.1,4.3,6.9,1.7,0.3,.470,.390,.865,6.3,.106,hornaje01
ORV,F,Chris Mullin,29,GSW,6,490,0.012,0,,,46,41.3,25.9,5.0,3.6,1.5,0.9,.510,.451,.810,4.9,.122,mullich01
ORV,F,Clifford Robinson,26,POR,5,490,0.01,0,,,82,31.4,19.1,6.6,2.2,1.2,2.0,.473,.247,.690,6.8,.127,robincl02
ORV,G,Kenny Anderson,22,NJN,4,490,0.008,0,,,55,36.5,16.9,4.1,8.2,1.7,0.2,.435,.280,.776,4.4,.106,anderke01
ORV,G,Mookie Blaylock,25,ATL,4,490,0.008,0,,,80,35.3,13.4,3.5,8.4,2.5,0.3,.429,.375,.728,7.0,.119,blaylmo01
ORV,C,Brad Daugherty,27,CLE,4,490,0.008,0,,,71,37.9,20.2,10.2,4.4,0.7,0.8,.571,.500,.795,12.7,.226,daughbr01
ORV,G,Mark Jackson,27,LAC,3,490,0.006,0,,,82,38.0,14.4,4.7,8.8,1.7,0.1,.486,.268,.803,7.9,.122,jacksma01
ORV,G,Scott Skiles,28,ORL,3,490,0.006,0,,,78,39.6,15.4,3.7,9.4,1.1,0.0,.467,.340,.892,8.0,.125,skilesc01
ORV,G,Doug West,25,MIN,3,490,0.006,0,,,80,38.8,19.3,3.1,2.9,1.1,0.3,.517,.087,.841,4.3,.066,westdo01
ORV,G,Ricky Pierce,33,SEA,2,490,0.004,0,0,2,77,28.8,18.2,2.5,2.9,1.3,0.1,.489,.372,.889,7.7,.167,piercri01
ORV,F,Kevin Willis,30,ATL,2,490,0.004,0,0,2,80,36.0,17.9,12.9,2.1,0.9,0.5,.506,.241,.653,6.0,.099,willike02
ORV,G,Muggsy Bogues,28,CHH,1,490,0.002,0,0,1,81,35.0,10.0,3.7,8.8,2.0,0.1,.453,.231,.833,5.9,.100,boguemu01
ORV,F,Horace Grant,27,CHI,1,490,0.002,0,0,1,77,35.6,13.2,9.5,2.6,1.2,1.2,.508,.200,.619,9.1,.159,grantho01
ORV,G,Derek Harper,31,DAL,1,490,0.002,0,0,1,62,34.0,18.2,2.0,5.4,1.3,0.3,.419,.393,.756,2.7,.062,harpede01
ORV,C,Alonzo Mourning,22,CHH,1,490,0.002,0,0,1,78,33.9,21.0,10.3,1.0,0.3,3.5,.511,.000,.781,8.2,.148,mournal01
ORV,G,Gary Payton,24,SEA,1,490,0.002,0,0,1,82,31.1,13.5,3.4,4.9,2.2,0.3,.494,.206,.770,7.8,.147,paytoga01
ORV,F,Charles Smith,27,NYK,1,490,0.002,0,0,1,81,26.8,12.4,5.3,1.8,0.6,1.2,.469,.000,.782,6.6,.146,smithch01
ORV,G,Steve Smith,23,MIA,1,490,0.002,0,0,1,48,33.5,16.0,4.1,5.6,1.0,0.3,.451,.402,.787,3.5,.104,smithst01
ORV,G,Rod Strickland,26,POR,1,490,0.002,0,0,1,78,31.7,13.7,4.3,7.2,1.7,0.3,.485,.133,.717,7.4,.143,stricro02
ORV,F,Otis Thorpe,30,HOU,1,490,0.002,0,0,1,72,32.7,12.8,8.2,2.5,0.6,0.3,.558,.000,.598,6.0,.122,thorpot01
