Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999
ORV,G,John Stockton,38,UTA,32,620,0.052,1,,,82,29.2,11.5,2.8,8.7,1.6,0.3,.504,.462,.817,10.8,.216,stockjo01
ORV,G,Steve Francis,23,HOU,29,620,0.047,1,,,80,39.9,19.9,6.9,6.5,1.8,0.4,.451,.396,.817,12.2,.184,francst01
ORV,F,Glenn Robinson,28,MIL,20,620,0.032,0,,,76,37.0,22.0,6.9,3.3,1.1,0.8,.468,.299,.820,6.7,.114,robingl01
ORV,C,Antonio Davis,32,TOR,17,620,0.027,0,,,78,35.0,13.7,10.1,1.4,0.3,1.9,.433,.000,.754,7.2,.127,davisan01
ORV,C,Vlade Divac,32,SAC,17,620,0.027,0,,,81,29.9,12.0,8.3,2.9,1.1,1.1,.482,.286,.691,7.4,.147,divacvl01
ORV,C,Marcus Camby,26,NYK,11,620,0.018,0,,,63,33.8,12.0,11.5,0.8,1.0,2.2,.524,.125,.667,10.3,.233,cambyma01
ORV,F,Anthony Mason,34,MIA,6,620,0.01,0,,,80,40.7,16.1,9.6,3.1,1.0,0.3,.482,,.781,11.6,.171,masonan01
ORV,C,Theo Ratliff,27,PHI,5,620,0.008,0,,,50,36.0,12.4,8.3,1.2,0.6,3.7,.499,,.760,5.2,.138,ratlith01
ORV,F,Shawn Marion,22,PHO,4,620,0.006,0,,,79,36.2,17.3,10.7,2.0,1.7,1.4,.480,.256,.810,11.7,.196,mariosh01
ORV,F,Jalen Rose,28,IND,4,620,0.006,0,,,72,40.9,20.5,5.0,6.0,0.9,0.6,.457,.339,.828,7.3,.119,roseja01
ORV,G,Latrell Sprewell,30,NYK,4,620,0.006,0,,,77,39.2,17.7,4.5,3.5,1.4,0.4,.430,.304,.783,5.1,.082,sprewla01
ORV,F,Shareef Abdur-Rahim,24,VAN,3,620,0.005,0,,,81,40.0,20.5,9.1,3.1,1.1,1.0,.472,.188,.834,8.5,.126,abdursh01
ORV,F,Brian Grant,28,MIA,3,620,0.005,0,,,82,33.8,15.2,8.8,1.2,0.7,0.9,.479,.000,.797,8.7,.151,grantbr01
ORV,G,Allan Houston,29,NYK,3,620,0.005,0,,,78,36.6,18.7,3.6,2.2,0.7,0.1,.449,.381,.909,7.5,.126,houstal01
ORV,G,Terrell Brandon,30,MIN,2,620,0.003,0,0,2,78,36.2,16.0,3.8,7.5,2.1,0.3,.451,.363,.871,8.5,.145,brandte01
ORV,G,Sam Cassell,31,MIL,2,620,0.003,0,0,2,76,35.6,18.2,3.8,7.6,1.2,0.1,.474,.306,.858,8.5,.150,cassesa01
ORV,C,Jermaine O'Neal,22,IND,2,620,0.003,0,0,2,81,32.6,12.9,9.8,1.2,0.6,2.8,.465,.000,.601,6.4,.116,onealje01
ORV,C,Elden Campbell,32,CHH,1,620,0.002,0,0,1,78,30.0,13.1,7.8,1.3,0.8,1.8,.440,.000,.709,6.4,.131,campbel01
ORV,F,Antawn Jamison,24,GSW,1,620,0.002,0,0,1,82,41.4,24.9,8.7,2.0,1.4,0.3,.442,.302,.715,6.7,.094,jamisan01
ORV,F,Rashard Lewis,21,SEA,1,620,0.002,0,0,1,78,34.9,14.8,6.9,1.6,1.2,0.6,.480,.432,.826,8.0,.142,lewisra02
ORV,F,Peja Stojaković,23,SAC,1,620,0.002,0,0,1,75,38.7,20.4,5.8,2.2,1.2,0.2,.470,.400,.856,10.1,.168,stojape01
ORV,F,Antoine Walker,24,BOS,1,620,0.002,0,0,1,81,41.9,23.4,8.9,5.5,1.7,0.6,.413,.367,.716,6.6,.093,walkean02
